item_id,display_name,Weight,Description,Dropped By,Comment,Item Script,Compound On,Class,Defense,Required Lvl,Refineable,Applicable Job,Attack,Property,Weapon Lvl
995,Mystic Frozen,30,"A light blue, crystal stone enchanted with the Water Property. [ eRO Quest Item ]",Mermaid (100%) Aquaring (50%) Ice Titan (50%) Merman (17.5%) Deviace (12.5%) Marc (9%) Obeaune (6.5%) Marse (6%) Swordfish (5%) Piranha (5%) Marina (1%),,,,,,,,,,,
6023,Mystic Horn,1,"Beautiful long, white colored horn with the very strong magical power. It can be sold to merchant NPC at a high price.",Cornus (100%),,,,,,,,,,,
7255,Mystic Orb,10,"A red orb with the word 'Hsien' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
7256,Mystic Orb,10,"A red orb with the word 'State' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
7257,Mystic Orb,10,"A red orb with the word 'Life' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
7258,Mystic Orb,10,"A red orb with the word 'Doctrine' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
7259,Mystic Orb,10,"A red orb with the words 'All Around' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
7260,Mystic Orb,10,"A red orb with the word 'Year' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
7261,Mystic Orb,10,"A red orb with the words 'Good Luck' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
7330,Mystic Orb,10,"A red orb with the word 'Two' engraved on, which is told to be from the East Sea God's territory. It is rumored that this orb has very special abilities besides of curing every desease.",,,,,,,,,,,,
5117,Mystic Rose,10,"A hat that looks just like a white rose, which enhances the beauty of its wearer. Reduces 2% of the damage taken from Plant monster.",,,"{ bonus2 bSubRace,RC_Plant,2; }",,Upper Head,0,0,Yes,,,,
12736,Mystic Rune,10,A rune gemstone which has the impression color.,,,"{ produce 3,18; }",,,,,,,,,
6111,Mystic Stone,1,An interesting rock that is filled with mana.,,,,,,,,,,,,
14593,Mystical Amplification Scroll,1,Scroll that has the record of using Level 10 Mystical Amplification. Caution - This item won't work while your character is casting a spell or skill. It can be traded or put in storage. It cannot be dropped.,,,"{ itemskill ""HW_MAGICPOWER"",10; }",,,,,,,,,
12246,Mystical Card Album,5,Powerful spirits are sealed within this album. What will happen if the seal is undone?,,,"{ getitem groupranditem(IG_MagicCardAlbum),1; }",,,,,,,,,
5177,Mythical Lion Mask [1],50,A Korean traditional mask made to resemble a lion. The threatening look of the mask is quite frightning to see. [TaeKwon Class] DEX + 2 ATK increases by Refine Rate * 2 Add a 10% chance of auto casting Stun on the enemy when attacking.,,,"{ if(BaseClass==Job_Taekwon){ bonus bDex,2; bonus bBaseAtk,2*getrefine(); bonus3 bAddEff,Eff_Stun,1000,ATF_SHORT; } }",,"Upper Head, Mid Head",5,40,Yes,,,,
2389,Naga Scale Armor [1],100,An armor created by the scales of the Nagas. On close inspection you can see various large cuts across the scales. MDEF + 2 Adds a chance ATK + 20 for 10 seconds when dealing physical damage.,Naga (5%),,"{ bonus bMdef,2; autobonus2 ""{ bonus bBaseAtk,20; }"",10,10000,BF_WEAPON,""{ specialeffect2 EF_ENHANCE; }""; }",,Armor,5,70,Yes,,,,
1130,Nagan,50,"An one-handed sword topped with several extra edges for making wounds deeper and more unsightly. Increases damage against DemiHuman monster by 5% Causes Double Attack by 25% chance. If character has learned at least Level 5 Double Attack, this won't take effect.",Egnigem Cenia (100%),,"{ bonus bDoubleRate,25; bonus2 bAddRace,RC_DemiHuman,5; }",,One-Handed Sword,,40,Yes,,120,Neutral,4
32009,Name Change Token,10,"Adds one name change credit to user account. This can be redeemed using the EssenceRO Control Panel (cp.essencero.com). Please note that you are only able to use one name change per month. Cannot be traded, vended, sold, or dropped.",,,"{ callfunc ""namechange""; }",,,,,,,,,
5402,Naughty Fairy,20,A mischievous fairy image of the helmet's ear. Perfect Dodge + 3,,,"{ bonus bFlee2,3; }",,Mid Head,1,70,No,,,,
12725,Nauthiz Rune,10,"When used, automatically cured of all debuffs and recover 25% of max HP. Then, for the next 10 seconds you will be immune to all debuff and status ailments. There are two exceptions,you can still be inflicted with stun, and freezing status. Limit of 10 per character. Re-use Delay: 300 seconds.",,,"{ itemskill ""RK_REFRESH"",1; }",,,,,,,,,
2736,Navel Ring,10,"... Dex + 3, Luk + 3, Mdef + 2",,,"{ bonus bDex,3; bonus bLuk,3; bonus bMdef,2; }",,Accessory,0,75,No,,,,
6038,Neat Report,1,Very nicely sorted document file. A small thanks note is attached on the bottom of the file.,,,,,,,,,,,,
557,Neatly Sliced Rice Cake,1,A bag of sliced rice cake. Can be cooked in various ways.,,,"{ itemheal rand(25,30),0; }",,,,,,,,,
7607,Neck of Demon Dragon,1,...,,,,,,,,,,,,
5442,Neck Tie [1],10,"A necktie that goes on your head. Seems too inappropriate to wear with Blush. VIT + 1 HIT - 5, Increases SP Consumption by 5%. [+ Blush] ASPD + 3%, increases cast time by 3%.",,,"{ bonus bVit,1; bonus bHit,-5; bonus bUseSPrate,5; if (isequipped(5040) || isequipped(20209)) { bonus bAspdRate,3; bonus bCastrate,3; } }",,Upper Head,3,70,Yes,,,,
2603,Necklace,10,A necklace once worn by an ancient queen that enhances the vitality of whoever wears it. VIT + 2,Isis (0.5%),,"{ bonus bVit,2; }",,Accessory,0,20,No,,,,
2623,Necklace [1],20,An ancient necklace. VIT + 1,Atroce (100%),,"{ bonus bVit,1; }",,Accessory,0,90,No,,,,
1008,Necklace of Oblivion,10,A necklace given from a master once one earns the honor of joining the Assassin Guild. [ eRO Quest Item ],Rybio (5%) Jakk (2.5%),,,,,,,,,,,
1007,Necklace of Wisdom,4,A mysterious necklace that is rumored to possess the power of clairvoyance. [ eRO Quest Item ],Marse (2.5%) Medusa (1.5%),,,,,,,,,,,
29505,Necklace of Youth [1],10,Super Novice special equipment. Increases SP at a rate of (10 x Base Level).,,,"{ bonus bMaxSP,(BaseLevel*10); }",,Accessory,0,45,No,,,,
4440,Necromancer Card,,"INT + 1, ignore 2% of enemy MDEF.",Necromancer (0.5%),,"{ bonus bInt,1; bonus bIgnoreMdefRate,2; }",Weapon,,,,,,,,
5502,Necromancer's Hood [1],10,The Deadly Necromancer's Essence is embodied in this Hood. Add a 5% chance of auto casting Level 5 Dark Strike on the user when the user receives Physical Damage.,Necromancer (0.5%),,"{ bonus3 bAutoSpellWhenHit,""NPC_DARKSTRIKE"",5,50; }",,"Upper Head, Mid Head",2,10,Yes,,,,
1095,Needle of Alarm,1,A set of hands taken from the face of a clock.,Clock Tower Manager (100%) Clock (100%) Alarm (100%),,,,,,,,,,,
7213,Needle Packet,1,"A packet, made with fabric, that is used to hold needles in place.",Heirozoist (100%),,,,,,,,,,,
5099,Neko Mimi,30,A cute cat-looking hat which enhances its wearer's look. Has a cat tail which emphasizes the appearance. LUK + 2 MDEF + 10 Reduce 5% of damage taken from Brute monster.,,,"{ bonus bLuk,2; bonus bMdef,10; bonus2 bSubRace,RC_Brute,5; }",,Upper Head,1,0,Yes,,,,
5387,Neko Mimi Kafra [1],20,A hairband that gives the appearance of Kafra style and Kitty hairband. It would look pretty when worn. MDEF + 5,,,"{ bonus bMdef,5; }",,Upper Head,1,30,Yes,,,,
1541,Nemesis,90,"A giant mace of silver made for exorsisms. When attacking, there is a chance of auto casting Signum Crusis. Higher refine Level increases Signum Crusis Level. When attacking, there is a chance of activate ATK + 50 for 20 seconds. When Attacking, there is a chance of boost damage on Demon type and Shadow Property monsters by 10%.",Incarnation of Morroc (10%),,"{ bonus bAtkEle,Ele_Holy; bonus2 bAddRace,RC_Undead,10; bonus2 bAddRace,RC_Demon,10; bonus3 bAutoSpell,""AL_CRUCIS"",1+getrefine(),100; autobonus ""{ bonus bBaseAtk,50; }"",10,20000,BF_WEAPON,""{ specialeffect2 EF_BLOODDRAIN; }""; }",,Mace,,60,Yes,,120,Holy,4
2548,Neo Muffler,0,"A warm scarf that is worn around the neck and shoulders. Add a 10% resistance against DemiHuman monster. MaxHP + 10% Resistance against Water, Fire, Holy, Shadow Property by 5%.",,,"{ bonus2 bSubRace,RC_DemiHuman,10; bonus bMaxHPrate,10; bonus2 bSubEle,Ele_Water,5; bonus2 bSubEle,Ele_Fire,5; bonus2 bSubEle,Ele_Holy,5; bonus2 bSubEle,Ele_Dark,5; }",,Garment,5,95,No,,,,
2763,Neo Skull Ring,0,"A weird ring adorned with a skull in which the words, ""Forever, until death..."" are engraved. ATK + 5%, MATK + 5% MaxHP + 5%, Increases heal effectiveness by 5%. Enables use of Level 1 Sight.",,,"{ bonus bAtkRate,5; bonus bMatkrate,5; bonus bMaxHPrate,5; bonus2 bSkillHeal,""AL_HEAL"",5; skill ""MG_SIGHT"",1; }",,Accessory,0,0,No,,,,
2137,Neo Valkyrja's Shield,50,"A shield used by Gna, the messenger of Freyja while she served as a Valkyrie. Add a 30% resistance against DemiHuman monster. MDEF + 5 MaxHP + 5% Add a 20% resistance against Fire and Water Property attacks.",Cyr Treasure (12%),,"{ bonus2 bSubEle,Ele_Water,20; bonus2 bSubEle,Ele_Fire,20; bonus bMdef,5; bonus bMaxHPRate,5; bonus2 bSubRace,RC_DemiHuman,30; }",,Shield,5,95,Yes,,,,
1740,Nepenthes Bow [2],100,"A soft bow made by the tentacles of Nepentis. While using Double Strafing, small chance to Arrow Repel at the same time.",Nepenthes (0.5%),,"{ bonus4 bAutoSpellOnSkill,""AC_DOUBLE"",""AC_CHARGEARROW"",1,20; }",,Bow/Crossbow,,60,Yes,,105,Neutral,4
30257,Nepenthes Pokeball,0,A Pokeball in which a Nepenthes Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
4167,Nereid Card,,Gain 5 SP each time a Brute monster is killed by a Physical Melee Damage. Drain 5 SP as the weapon is unequipped.,Nereid (0.5%),,"{ bonus2 bSPGainRace,RC_Brute,5; }",Weapon,,,,,,,,
12213,Neuralizer,0,"Pressing the button on this stick will flash blinding light that seems to cause memory loss. Resets the Skill Tree and gives the corresponding number of Skill Points. This item can only be used in town, and the character must carry 0 weight, and can not be equipped with a Pushcart, Falcon, or PecoPeco. Can not be used by Novice Class.",,,"{ callfunc ""F_CashReset""; }",,,,,,,,,
6046,New Clothing Dye Coupon,0,"NPC coupon can be used to clothing dye. (Caution : When change jobs, you will lose the effect of the clothing dye and return to your original color.)",,,,,,,,,,,,
6287,New Clothing Dye Coupon,1,,,,,,,,,,,,,
9038,New Year Doll Egg,0,"A funny egg, that only could be gotten at the time of Imlek. Can be hatched by using a Pet Incubator.",,,,,,,,,,,,
6005,New Year Rice Cake,1,...,,,,,,,,,,,,
12238,New Year Rice Cake,10,It is old but from when it eats and the stomach disorder is same the day thing.,,,"{ if(rand(1000)<100) sc_start SC_DPoison,10000,0; sc_start SC_Poison,50000,0; }",,,,,,,,,
12239,New Year Rice Cake,10,It is old but from when it eats and the stomach disorder is same the day thing.,,,"{ if(rand(1000)<100) sc_start SC_DPoison,10000,0; sc_start SC_Poison,50000,0; }",,,,,,,,,
6007,New Year Rice Cake Soup,1,...,,,,,,,,,,,,
14408,New Year Scroll,1,A scroll decorated with the image of a rising sun.,,,{  },,,,,,,,,
7039,Newbie Tag,1,An identification tag that certifies that its owner is a Novice.,,,,,,,,,,,,
5686,Nice Hat Feather,10,... ...,,,{  },,Upper Head,1,1,Yes,,,,
20274,Nidoran Ears [1],10,The ears of a male Nidoran. Fresh from the source. All stats +1.,,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
20756,Nidoran Horn [1],10,The horn of a male Nidoran. Fresh from the source.,,,{  },,Upper Head,2,0,Yes,,,,
7460,Niflheim Express Ticket,1,"An express ticket to Niflheim, the realm of the dead that is forbidden to the living.",,,,,,,,,,,,
20175,Night Cap [1],50,Sleepy Night Cap. 10% chance to cast Sleep on an enemy when attacking.,,,"{ bonus2 bAddEff,Eff_Sleep,1000; }",,Upper Head,2,1,Yes,,,,
20157,Night Ring [1],50,Night Ring. Adds a chance to gain Box of Gloom when killing a monster.,,,"{ bonus2 bAddMonsterDropItem,12029,10; }",,Lower Head,0,1,No,,,,
7102,Nightmare,1,A mysterious stone rumored to bring nightmares to its owner. [ eRO Quest Item ],Amon Ra (30%) Diabolic (10%),,,,,,,,,,,
4127,Nightmare Card,,Gain immunity to the Sleep status. AGI + 1 [Nightmare Terror Card Combo],Nightmare (0.5%),,"{ bonus2 bResEff,Eff_Sleep,10000; bonus bAgi,1; }","Upper, Mid, and Lower Head",,,,,,,,
4166,Nightmare Terror Card,,Add a 3% chance of auto casting 'Curse' on an enemy when the user receives Physical Damage. [+ Nightmare] 'Curse' chance increases to 9%.,Nightmare Terror (0.5%),,"{ bonus2 bAddEffWhenHit,Eff_Curse,300+600*(isequipped(4127)); }",Armor,,,,,,,,
9054,Nightmare Terror Egg,0,An egg that has Cute-pet Nightmare Terror sleeping in it. Can be hatched by using a Pet Incubator. ...,,,,,,,,,,,,
2647,Nile Rose [1],10,"An extremely rare jewel attached to a solid silver chain bracelet which symbolizes strength, growth, and energy. Maximum HP + 250 [Event Bonus, will NOT work outside of Event] All Stats + 5",,,"{ bonus bMaxHP,250; }",,Accessory,0,0,No,,,,
2658,Nile Rose [1],10,A bracelet on which the Hellion's jewel is affixed in order to seal its evil power. Maximum HP + 250,,,"{ bonus bMaxHP,250; }",,Accessory,0,0,No,,,,
13251,Nimbus Shuriken,0.5,A shuriken that is rumored to show its true power during a rainstorm.,,,,,,,,,,,,
4159,Nine Tail Card,,AGI + 2 [Refine Rate 9~10] Flee Rate + 20,Nine Tail (0.5%),,"{ bonus bAgi,2; if(getrefine()>8) bonus bFlee,20; }",Garment,,,,,,,,
30052,Nine Tail Pokeball,0,A Pokeball in which a Nine Tail Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
1022,Nine Tails,1,"A set of tails that used to belong to a Nine Tail fox. But not anymore, apparently.",Nine Tail (100%),,,,,,,,,,,
23037,Ninja Ryusei Card,,TBA.,,,{  },"Upper, Mid, and Lower Head",,,,,,,,
2337,Ninja Suit,150,"An ancient Japanese assassin suit. Allows its wearer to move faster and with more stealth than they normally could. AGI + 1, MDEF + 3 [Ninja Suit & Shinobi Sash Equip Set]",Adelinde Rinslet (5%) Shinobi (1%) Munak (0.5%),,"{ bonus bAgi,1; bonus bMdef,3; if(isequipped(2654) || isequipped(29552)) { bonus bUseSPrate,-20; bonus bMaxHP,4000; } }",,Armor,7,50,Yes,,,,
2359,Ninja Suit [1],150,"An ancient Japanese assassin suit. Allows its wearer to move faster and with more stealth than they normally could. AGI + 1, MDEF + 3 [Ninja Suit & Shinobi Sash Equip Set] Maximum HP + 4000 Reduce SP Consumption of skills by 20%.",Assassin Cross Eremes (100%) Samurai Specter (75%) Incantation Chung-E (75%),,"{ bonus bAgi,1; bonus bMdef,3; if(isequipped(2654) || isequipped(29552)) { bonus bUseSPrate,-20; bonus bMaxHP,4000; } }",,Armor,7,50,Yes,,,,
5362,Ninja's Scroll,20,A scroll when Ninjas lay a spell. Increase MATK by 1%.,,,"{ bonus bMatkRate,1; }",,Lower Head,0,0,No,,,,
960,Nipper,1,A crustacean's claw.,Vadon (100%) Crab (100%),,,,,,,,,,,
5473,Nipper Crab Hairpin,50,"Scissor to cut the crab meat, and processed into the hairpin. When the user receives a Physical Attack, small chance to auto-spell Level 1 Cold Bolt. Every time you kill a Fish or Shellfish monster, low chance to drop Crystal blue.",Vadon (0.5%),,"{ bonus3 bAutoSpellWhenHit,""MG_COLDBOLT"",1,100; bonus3 bAddMonsterDropItem,991,RC_Fish,3; }",,Upper Head,4,30,Yes,,,,
20254,Nipper Crab Hairpin [1],50,"Scissor to cut the crab meat, and processed into the hairpin. All stats +1.",,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
7894,Nitrogen Acid,1,A food additive which tastes salty and a bit refreshing. It's also used to make a gun powder.,,,,,,,,,,,,
636,No Recipient,5,"An old, heartfelt letter that has never been delivered since it has no recipient. Munak is inexplicably drawn to this item.",,,{ pet 1026; },,,,,,,,,
5469,Noble Hat,30,"One for all and all for one hat is inscribed as an experience of the Musketeers. STR + 2 When the user receives a Physical Attack, low chance to auto-spell Level 1 Adrenaline Rush.",,,"{ bonus bStr,2; bonus3 bAutoSpellWhenHit,""BS_ADRENALINE"",1,100; }",,Upper Head,2,30,Yes,,,,
12705,Noble Nameplate,10,An emblem given by the Emperor. Use it; your battle experience rate will increase for a certain period. You will gain double experience for 30 minutes by using it. Required Level : 90,,,"{ sc_start SC_EXPBOOST,1800000,100; }",,,,,,,,,
2845,NoFear Belt,0,"Strap this on and shut them up! MDEF + 2, ATK + 5%, MATK + 5%. [No Fear Shoes & No Fear Underwear Set] Cannot be frozen, Increase EXP Gain by 5%.",,,"{ bonus bMdef,2; bonus bAtkRate,5; bonus bMatkRate,5; }",,Accessory,2,20,No,,,,
5694,NoFear Headband [1],0,"No Fear hat shaped signs that are written. VIT + 1, MaxHP + 100. Reduces damage from DemiHuman monster by 2%.",,,"{ bonus bVit,1; bonus bMaxHP,100; bonus2 bSubRace,RC_DemiHuman,2; }",,Upper Head,1,20,Yes,,,,
5693,NoFear Underwear,0,"It's what's inside the man that makes him who he really is. Got the Balls for it? STR + 1, INT + 1, DEX + 1. MaxHP + 700. Reduce 2% damage taken from DemiHuman monster. [No Fear Shoes & No Fear Belt Set] Cannot be frozen, Increase EXP Gain by 5%.",,,"{ bonus bStr,1; bonus bInt,1; bonus bDex,1; bonus bMaxHP,700; bonus2 bSubRace,RC_DemiHuman,2; }",,Upper Head,10,20,Yes,,,,
2464,NoFear_Shoes,0,"Let the ass-kicking commence! STR + 1, INT + 1, DEX + 1. MaxHP + 10%, MaxSP + 5%. Reduce 2% damage taken from DemiHuman monster. [No Fear Underwear & No Fear Belt Set] Cannot be frozen, Increase EXP Gain by 5%.",,,"{ bonus bStr,1; bonus bInt,1; bonus bDex,1; bonus bMaxHPRate,10; bonus bMaxSPRate,5; bonus2 bSubRace,RC_DemiHuman,2; if(isequipped(2845,5693)) { bonus2 bResEff,Eff_Freeze,10000; bonus2 bExpAddRace,RC_NonBoss,5; bonus2 bExpAddRace,RC_Boss,5; } }",,Footgear,6,20,Yes,,,,
12314,Noive Box,0,,,,{  },,,,,,,,,
7819,Nokia 5300,1,"The new Nokia 5500 Sport features a stainless body for enhanced durability with resistance to shock, water, and dust elements. Use for Ragna_Nokia Festival.",,,,,,,,,,,,
7712,Nokia 5500,1,"The new Nokia 5500 Sport features a stainless body for enhanced durability with resistance to shock, water, and dust elements. Use for Ragna_Nokia Festival.",,,,,,,,,,,,
941,Nose Ring,1,A ring placed in a cow's nose so that it can be steered more easily.,Minorous (100%) Majoruros (100%),,,,,,,,,,,
5151,Note Headphones [1],20,A cool looking set of headphones that have earmuffs designed to resemble music notes. You can listen to your favorite Ragnarok Online music everywhere! Increase resistance to Stun and Freeze by 10%. MDEF + 3,,,"{ bonus bMdef,3; bonus2 bResEff,Eff_Stun,1000; bonus2 bResEff,Eff_Freeze,1000; }",,"Upper Head, Mid Head",4,0,Yes,,,,
7705,Note of Geologist,0,A note written by a Geologist.,,,,,,,,,,,,
20192,November Kanzashi [1],50,"A kanzashi hair ornament of autumn leaves strung with beads, typically worn in the month of November. STR +1.",,,"{ bonus bStr,1; }",,Upper Head,2,1,Yes,,,,
2393,Novice Adventurer's Suit [1],0,"A light, comfortable suit made just for young adventurers. Impossible to refine this item.",,,{  },,Armor,8,0,No,,,,
2628,Novice Armlet [1],20,"An easy to wear bracelet made just for young Novices. STR + 1, INT + 1, LUK + 1",,,"{ bonus bStr,1; bonus bInt,1; bonus bLuk,1; }",,Accessory,0,1,No,,,,
1381,Novice Battle Axe [3],0,"A sturdy, two-handed axe created for fighting multiple enemies at once. Impossible to refine this item.",,,{  },,Two-Handed Axe,,1,No,,100,Neutral,1
2340,Novice Breastplate [1],50,A piece of armor that covers the chest of a Novice.,,,{  },,Armor,4,10,Yes,,,,
12324,Novice Butterfly Wing,5,An enchanted butterfly's wing that instantly sends its user to his Save Point when waved in the air. Instant teleport to character's Save Point.,,,"{ itemskill ""AL_TELEPORT"",3; }",,,,,,,,,
1742,Novice Composite Bow [3],0,An average bow that is mostly used for small game hunting. Impossible to refine this item.,,,{  },,Bow/Crossbow,,4,No,,49,Neutral,1
13040,Novice Cutter [3],0,A knife used for cutting enemies. Impossible to refine this item.,,,{  },,Dagger,,1,No,,50,Neutral,1
13415,Novice Falchion [3],0,An one-handed sword with a rounded blade. Impossible to refine this item.,,,{  },,One-Handed Sword,,1,No,,59,Neutral,1
5055,Novice False Eggshell,0.1,An exclusive helmet for new adventurers. Impossible to refine this item.,,,{  },,Upper Head,3,0,No,,,,
2765,Novice Figure,10,"A figure made representing the Novice Class. If you look at it, somehow you feel energized. MHP + 70. [Novice Class] MHP + 30.",,,"{ bonus bMaxHP,70; if(BaseClass == Job_Novice) bonus bMaxHP,30; }",,Accessory,0,0,No,,,,
7271,Novice Figure,1,Ragnarok Novice Figure.,,,,,,,,,,,,
12323,Novice Fly Wing,5,An enchanted fly's wing that instantly sends its user to a random spot when waved in the air. Instant teleport.,,,"{ itemskill ""AL_TELEPORT"",1; }",,,,,,,,,
2112,Novice Guard,0.1,An exclusive shield for new adventurers. Impossible to refine this item.,,,{  },,Shield,3,0,No,,,,
1545,Novice Mace,0,"A flanged, solid club that is effective for simple smashing. Impossible to refine this item.",,,{  },,Mace,,2,No,,57,Neutral,1
12325,Novice Magnifier,5,A magnifying glass used for scrutinizing objects. Appraises unidentified items and equipment.,,,"{ itemskill ""MC_IDENTIFY"",1; }",,,,,,,,,
13041,Novice Main Gauche [3],0,A French dagger that is usually held in the left hand to parry attacks. Impossible to refine this item.,,,{  },,Dagger,,1,No,,65,Neutral,1
1243,Novice Main-Gauche,0.1,An exclusive Main Gauche for new adventurers. Impossible to refine this item.,,,{  },,Dagger,,1,No,,45,Neutral,1
2512,Novice Manteau [1],50,"A cute, durable and lightweight manteau for beginning adventurers. Reduce 10% of Neutral Property damage.",,,"{ bonus2 bSubEle,Ele_Neutral,10; }",,Garment,2,40,Yes,,,,
569,Novice Potion,1,An exclusive Red Potion for Novices! Restore a little HP.,,,"{ itemheal rand(22,33),0; }",,,,,,,,,
1639,Novice Rod [3],0,A simple magic wand. MATK + 16% Impossible to refine this item.,,,"{ bonus bMatkRate,16; }",,Wand/Staff,,1,No,,15,Neutral,1
2113,Novice Shield [1],100,A cute shield made out of a special metal for Novices. Add a 20% resistance against property attacks (All except Neutral).,,,"{ bonus2 bSubEle,Ele_Water,20; bonus2 bSubEle,Ele_Earth,20; bonus2 bSubEle,Ele_Fire,20; bonus2 bSubEle,Ele_Wind,20; bonus2 bSubEle,Ele_Poison,20; bonus2 bSubEle,Ele_Ghost,20; bonus2 bSubEle,Ele_Undead,20; }",,Shield,3,40,Yes,,,,
2416,Novice Shoes [1],50,A pair of shoes made exclusively for brand new adventurers. Maximum HP + 5%,,,"{ bonus bMaxHPrate,5; }",,Footgear,2,40,Yes,,,,
2414,Novice Slippers,0.1,Exclusive shoe for new adventurers. Impossible to refine this item.,,,{  },,Footgear,2,0,No,,,,
30109,Novus Pokeball,0,A Pokeball in which a Novus Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
30266,Novus Pokeball,0,A Pokeball in which a Novus Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
4334,Noxious Card,,Reduce damage from Long Range attacks by 10%. 10% Resistance to Neutral attacks.,Noxious (0.5%),,"{ bonus bLongAtkDef,10; bonus2 bSubEle,Ele_Neutral,10; }",Garment,,,,,,,,
30225,Noxious Pokeball,0,A Pokeball in which a Noxious Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
6054,Number 6 Card,1,"A card with the letter ""6"" printed on it.",,,,,,,,,,,,
2277,Nurse Cap,10,A cap worn by nurses both great and small. INT + 1,Sohee (0.5%),,"{ bonus bInt,1; }",,Upper Head,2,0,Yes,,,,
7270,Nursing Bottle,1,Milk that is bottled for infants.,Orc Baby (100%) Garm Baby (100%),,,,,,,,,,,
5037,Nut Shell,15,"A hat made out of half of a nut shell. Although it's solid and provides excellent defense, it is very delicate. Therefore it is may easily break when trying to refine this item.",Wild Rose (60%),,{  },,Upper Head,4,5,No,,,,
4093,Obeaune Card,,Enables use of Level 1 Cure.,Obeaune (0.5%),,"{ skill ""AL_CURE"",1; }",Accessory,,,,,,,,
30258,Obeaune Pokeball,0,A Pokeball in which an Obeaune Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
12719,Oblivion,0,"A poison that causes loss of memory. For 300 seconds causes the target to suffer from amnesia. While in amnesia it blocks natural SP recovery, and cannot be canceled via lex divinia or green potion. While in this status you cannot use any skills.",,,"{ sc_start SC_OBLIVIONCURSE,300000,0; }",,,,,,,,,
4392,Observation Card,,"Every 18 Base VIT, you gain 1 DEX.",Dame of Sentinel (0.5%),,"{ bonus bDex,readparam(bVit)/18; }",Armor,,,,,,,,
30053,Observation Pokeball,0,A Pokeball in which an Observation Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
5315,Observer,10,An equipment can check energy. Look like where come from another world. Enables use of Level 1 Estimation.,,,"{ skill ""WZ_ESTIMATION"",1; }",,Mid Head,1,35,No,,,,
4338,Obsidian Card,,"Every 18 Base DEX, you gain 1 VIT.",Obsidian (0.5%),,"{ bonus bVit,readparam(bDex)/18; }",Armor,,,,,,,,
1248,Obsidian Dagger,60,"A dagger made from a mysterious black stone called ""Obsidian"". Although the blade is made from stone, it cuts well.",,,"{ bonus bAtkEle,Ele_Earth; }",,Dagger,,1,Yes,,39,Earth,1
2639,Occult Incense,10,"An incense bag which is carried to ward off evil. INT + 1, AGI + 1",,,"{ bonus bAgi,1; bonus bInt,1; }",,Accessory,0,0,No,,,,
5807,October Fest Cap,10,The cap which makes you look better in the fest. Adds chance of auto casting Level 5 Tarot Card Of Fate on the enemy when attacking.,,,{  },,Upper Head,1,1,No,,,,
20191,October Kanzashi [1],50,"A kanzashi hair ornament of a red chrysanthemum blossom, generally worn in the month of October. LUK +1.",,,"{ bonus bLuk,1; }",,Upper Head,2,1,Yes,,,,
5554,Octopus Hat,20,Ridiculous Octopus with a gentleman's hat. It feels like it's making fun of me as I look at it. Add low chance of auto casting Level 5 Provoke on the enemy when attacking. Indestructible (except in upgrade attempts).,Cornutus (0.5%),,"{ bonus3 bAutoSpellWhenHit,""SM_PROVOKE"",5,5; bonus bUnbreakableWeapon,0; }",,Upper Head,3,20,Yes,,,,
5483,Odin Mask,10,Decreased damage from Boss monster by 2%.,,,"{ bonus2 bSubRace,RC_Boss,2; }",,Lower Head,1,1,Yes,,,,
2833,Odin Recall R,0,"Rental Items An awesome ring that is only given to the members of the Order of Odin. ALL STATUS + 1. Enables use of new skill called ""Odin Recall"".",,,{  },,Accessory,0,20,No,,,,
