Item ID	For Sale	Identifier	Credit Price	Name	Type	NPC Buy	Weight	NPC Sell	Attack	Range	Defense	Slots	Refineable	Equip Level	Weapon Level	Equip	Locations	Equip Upper	Equippable Jobs	Equip Gender	Item Use Script	Equip Script	Unequip Script	Image Path	Icon Path
1098	No	Manacles	Not For Sale	Manacles	Etc	658	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524022609im_/http://essence-ro.com/data/items/images/1098.png	https://web.archive.org/web/20150524022609im_/http://essence-ro.com/data/items/icons/1098.gif	
1904	No	Mandolin_	Not For Sale	Mandolin	Weapon - Musical Instrument	"18,000"	40	0	90	1	0	3	Yes	14	2	Main Hand	Normal / Upper / Baby	Bard/Dancer	Male	None	None	None	https://web.archive.org/web/20150524033726im_/http://essence-ro.com/data/items/images/1904.png	https://web.archive.org/web/20150524033726im_/http://essence-ro.com/data/items/icons/1904.gif	
5399	No	Mandragora_Cap	Not For Sale	Mandragora Cap	Armor	20	30	0	0	0	1	1	No	85	0	Upper Headgear	Upper	All Jobs	Both (Male and Female)	"1 bonus bVit,3; bonus3 bAutoSpellWhenHit,""DC_SCREAM"",5,30;"	None	None	https://web.archive.org/web/20150524035814im_/http://essence-ro.com/data/items/images/5399.png	https://web.archive.org/web/20150524035814im_/http://essence-ro.com/data/items/icons/5399.gif	
4030	No	Mandragora_Card	Not For Sale	Mandragora Card	Card	20	1	0	0	0	0	0	No	0	0	Main Hand	None	None	Unknown	"1 bonus2 bAddEle,Ele_Wind,20;"	None	None	https://web.archive.org/web/20150315051301im_/http://essence-ro.com/data/items/images/4030.png	https://web.archive.org/web/20150315051301im_/http://essence-ro.com/data/items/icons/4030.gif	
2505	No	Manteau	Not For Sale	Manteau	Armor	"32,000"	60	0	0	0	4	0	Yes	0	0	Garment	Normal / Upper / Baby	Swordman / Merchant / Thief / Knight / Blacksmith / Assassin / Crusader / Rogue / Alchemist / Taekwon / Star Gladiator	Both (Male and Female)	None	None	None	https://web.archive.org/web/20150619142114im_/http://essence-ro.com/data/items/images/2505.png	https://web.archive.org/web/20150619142114im_/http://essence-ro.com/data/items/icons/2505.gif	
2506	No	Manteau_	Not For Sale	Manteau	Armor	"32,000"	60	0	0	0	4	1	Yes	0	0	Garment	Normal / Upper / Baby	Swordman / Merchant / Thief / Knight / Blacksmith / Assassin / Crusader / Rogue / Alchemist / Taekwon / Star Gladiator	Both (Male and Female)	None	None	None	https://web.archive.org/web/20150619132956im_/http://essence-ro.com/data/items/images/2506.png	https://web.archive.org/web/20150619132956im_/http://essence-ro.com/data/items/icons/2506.gif	
4079	No	Mantis_Card	Not For Sale	Mantis Card	Card	20	1	0	0	0	0	0	No	0	0	Accessory 1 + Accessory 2	None	None	Unknown	"1 bonus bStr,3;"	None	None	https://web.archive.org/web/20150321195526im_/http://essence-ro.com/data/items/images/4079.png	https://web.archive.org/web/20150321195526im_/http://essence-ro.com/data/items/icons/4079.gif	
2308	No	Mantle_	Not For Sale	Mantle	Armor	"10,000"	60	0	0	0	4	1	Yes	0	0	Armor	Normal / Upper / Baby	All Jobs Except Novice	Both (Male and Female)	None	None	None	https://web.archive.org/web/20150321172428im_/http://essence-ro.com/data/items/images/2308.png	https://web.archive.org/web/20150321172428im_/http://essence-ro.com/data/items/icons/2308.gif	
4105	No	Marc_Card	Not For Sale	Marc Card	Card	20	1	0	0	0	0	0	No	0	0	Armor	None	None	Unknown	"1 bonus2 bSubEle,Ele_Water,5; bonus2 bResEff,Eff_Freeze,10000;"	None	None	https://web.archive.org/web/20150324155512im_/http://essence-ro.com/data/items/images/4105.png	https://web.archive.org/web/20150324155512im_/http://essence-ro.com/data/items/icons/4105.gif	
20184	No	March_Kanzashi	Not For Sale	March Kanzashi	Armor	20	50	0	0	0	2	1	Yes	1	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bInt,1;"	None	None	https://web.archive.org/web/20150524030100im_/http://essence-ro.com/data/items/images/20184.png	https://web.archive.org/web/20150524030100im_/http://essence-ro.com/data/items/icons/20184.gif	
5225	No	Marcher_Hat	Not For Sale	Holy Marcher Hat	Armor	20	20	0	0	0	2	1	Yes	10	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bMdef,2; bonus bStr,2; bonus3 bAutoSpell,""AL_ANGELUS"",5,30; bonus2 bResEff,Eff_Stun,1000;"	None	None	https://web.archive.org/web/20150524032632im_/http://essence-ro.com/data/items/images/5225.png	https://web.archive.org/web/20150524032632im_/http://essence-ro.com/data/items/icons/5225.gif	
4112	No	Marduk_Card	Not For Sale	Marduk Card	Card	20	1	0	0	0	0	0	No	0	0	Upper Headgear + Middle Headgear + Lower Headgear	None	None	Unknown	"1 bonus2 bResEff,Eff_Silence,10000;"	None	None	https://web.archive.org/web/20150321174608im_/http://essence-ro.com/data/items/images/4112.png	https://web.archive.org/web/20150321174608im_/http://essence-ro.com/data/items/icons/4112.gif	
23019	No	Marie_Heinrike_Card	Not For Sale	Marie Heinrike Card	Card	0	1	10	0	0	0	0	No	0	0	Main Hand	None	None	Unknown	"1 bonus bUnstripableWeapon,100;"	None	None	https://web.archive.org/web/20150524035119im_/http://essence-ro.com/data/items/images/23019.png	https://web.archive.org/web/20150524035119im_/http://essence-ro.com/data/items/icons/23019.gif	
4196	No	Marin_Card	Not For Sale	Marin Card	Card	20	1	0	0	0	0	0	No	0	0	Accessory 1 + Accessory 2	None	None	Unknown	"1 bonus2 bAddMonsterDropItem,909,2000; bonus2 bAddMonsterDropItem,7126,10;"	None	None	https://web.archive.org/web/20150324143046im_/http://essence-ro.com/data/items/images/4196.png	https://web.archive.org/web/20150324143046im_/http://essence-ro.com/data/items/icons/4196.gif	
20565	No	Marin_Ring	Not For Sale	Marin Ring	Armor	20	50	0	0	0	1	1	No	75	0	Lower Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 if(isequipped(4241)) { bonus2 bAddMonsterDropItem,12109,1; bonus bMaxHPrate,10; bonus bAllStats,2; }"	"1 callfunc ""invis"",3,8;"	None	https://web.archive.org/web/20150524040233im_/http://essence-ro.com/data/items/images/20565.png	https://web.archive.org/web/20150524040233im_/http://essence-ro.com/data/items/icons/20565.gif	
4055	No	Marina_Card	Not For Sale	Marina Card	Card	20	1	0	0	0	0	0	No	0	0	Main Hand	None	None	Unknown	"1 bonus2 bAddEff,Eff_Freeze,500; bonus bBaseAtk,5;"	None	None	https://web.archive.org/web/20150321164138im_/http://essence-ro.com/data/items/images/4055.png	https://web.archive.org/web/20150321164138im_/http://essence-ro.com/data/items/icons/4055.gif	
20532	No	Marina_Hat	Not For Sale	Marina Hat	Armor	20	50	0	0	0	2	1	Yes	1	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus2 bAddEffWhenHit,Eff_Freeze,500;"	None	None	https://web.archive.org/web/20150524035943im_/http://essence-ro.com/data/items/images/20532.png	https://web.archive.org/web/20150524035943im_/http://essence-ro.com/data/items/icons/20532.gif	
4084	No	Marine_Sphere_Card	Not For Sale	Marine Sphere Card	Card	20	1	0	0	0	0	0	No	0	0	Accessory 1 + Accessory 2	None	None	Unknown	"1 skill ""SM_MAGNUM"",3;"	None	None	https://web.archive.org/web/20150321195808im_/http://essence-ro.com/data/items/images/4084.png	https://web.archive.org/web/20150321195808im_/http://essence-ro.com/data/items/icons/4084.gif	
20105	No	Mario_Cap	Not For Sale	Mario Cap	Armor	20	50	0	0	0	2	1	Yes	1	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	None	None	None	https://web.archive.org/web/20150524023058im_/http://essence-ro.com/data/items/images/20105.png	https://web.archive.org/web/20150524023058im_/http://essence-ro.com/data/items/icons/20105.gif	
4113	No	Marionette_Card	Not For Sale	Marionette Card	Card	20	1	0	0	0	0	0	No	0	0	Garment	None	None	Unknown	"1 bonus2 bSubEle,Ele_Ghost,30; bonus bFlee,5;"	None	None	https://web.archive.org/web/20150321195612im_/http://essence-ro.com/data/items/images/4113.png	https://web.archive.org/web/20150321195612im_/http://essence-ro.com/data/items/icons/4113.gif	
5141	No	Marionette_Doll	Not For Sale	Marionette Doll	Armor	20	40	0	0	0	0	1	Yes	30	0	Upper Headgear	Normal / Upper / Baby	All Jobs Except Novice	Both (Male and Female)	"1 bonus bStr,1;"	None	None	https://web.archive.org/web/20150531091751im_/http://essence-ro.com/data/items/images/5141.png	https://web.archive.org/web/20150531091751im_/http://essence-ro.com/data/items/icons/5141.gif	
4095	No	Marse_Card	Not For Sale	Marse Card	Card	20	1	0	0	0	0	0	No	0	0	Garment	None	None	Unknown	"1 bonus2 bSubEle,Ele_Water,30; bonus bFlee,5;"	None	None	https://web.archive.org/web/20150321160826im_/http://essence-ro.com/data/items/images/4095.png	https://web.archive.org/web/20150321160826im_/http://essence-ro.com/data/items/icons/4095.gif	
4046	No	Martin_Card	Not For Sale	Martin Card	Card	20	1	0	0	0	0	0	No	0	0	Upper Headgear + Middle Headgear + Lower Headgear	None	None	Unknown	"1 bonus2 bResEff,Eff_Blind,2000; bonus bDef,1;"	None	None	https://web.archive.org/web/20150321160811im_/http://essence-ro.com/data/items/images/4046.png	https://web.archive.org/web/20150321160811im_/http://essence-ro.com/data/items/icons/4046.gif	
5275	No	Marvelous_Wig	Not For Sale	Marvelous Wig	Armor	20	10	0	0	0	1	0	Yes	0	0	Upper Headgear + Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bSpeedRate,25; bonus bDef,4; skill ""TF_HIDING"",1;"	None	1 sc_end SC_HIDING;	https://web.archive.org/web/20150524030310im_/http://essence-ro.com/data/items/images/5275.png	https://web.archive.org/web/20150524030310im_/http://essence-ro.com/data/items/icons/5275.gif	
5298	No	Marvelous_Wig_	Not For Sale	Dokebi's Wig	Armor	20	10	0	0	0	1	1	No	0	0	Upper Headgear + Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus2 bSubEle,Ele_Neutral,5; bonus2 bSubEle,Ele_Fire,-5; bonus2 bSubEle,Ele_Water,-5;"	None	None	https://web.archive.org/web/20151105093734im_/http://essence-ro.com/data/items/images/5298.png	https://web.archive.org/web/20151105093734im_/http://essence-ro.com/data/items/icons/5298.gif	
2291	No	Masquerade	Not For Sale	Masquerade	Armor	20	10	0	0	0	0	0	No	0	0	Middle Headgear	Normal / Upper / Baby	All Jobs Except Novice	Both (Male and Female)	"1 bonus2 bAddRace,RC_DemiHuman,3;"	None	None	https://web.archive.org/web/20150531092653im_/http://essence-ro.com/data/items/images/2291.png	https://web.archive.org/web/20150531092653im_/http://essence-ro.com/data/items/icons/2291.gif	
20233	No	Masquerade_	Not For Sale	Masquerade	Armor	20	50	0	0	0	0	1	No	75	0	Middle Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bAllStats,1;"	"1 callfunc ""invis"",2,0;"	None	https://web.archive.org/web/20150524034746im_/http://essence-ro.com/data/items/images/20233.png	https://web.archive.org/web/20150524034746im_/http://essence-ro.com/data/items/icons/20233.gif	
4197	No	Mastering_Card	Not For Sale	Mastering Card	Card	20	1	0	0	0	0	0	No	0	0	Garment	None	None	Unknown	"1 bonus bLuk,1; if(isequipped(4001)) bonus bFlee,18;"	None	None	https://web.archive.org/web/20150321151308im_/http://essence-ro.com/data/items/images/4197.png	https://web.archive.org/web/20150321151308im_/http://essence-ro.com/data/items/icons/4197.gif	
22105	No	Master's_Emblem	Not For Sale	Master's Emblem	Etc	0	0	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524045953im_/http://essence-ro.com/data/items/images/22105.png	https://web.archive.org/web/20150524045953im_/http://essence-ro.com/data/items/icons/22105.gif	
7035	No	Matchstick	Not For Sale	Matchstick	Etc	100	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524020536im_/http://essence-ro.com/data/items/images/7035.png	https://web.archive.org/web/20150524020536im_/http://essence-ro.com/data/items/icons/7035.gif	
4097	No	Matyr_Card	Not For Sale	Matyr Card	Card	20	1	0	0	0	0	0	No	0	0	Footgear	None	None	Unknown	"1 bonus bMaxHPrate,10; bonus bAgi,1;"	None	None	https://web.archive.org/web/20150321195354im_/http://essence-ro.com/data/items/images/4097.png	https://web.archive.org/web/20150321195354im_/http://essence-ro.com/data/items/icons/4097.gif	
2618	No	Matyr's_Flea_Guard	Not For Sale	Matyr's Leash	Armor	2	10	0	0	0	1	0	No	35	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	All Jobs Except Novice	Both (Male and Female)	"1 bonus bAgi,1;"	None	None	https://web.archive.org/web/20150524020419im_/http://essence-ro.com/data/items/images/2618.png	https://web.archive.org/web/20150524020419im_/http://essence-ro.com/data/items/icons/2618.gif	
7776	Yes	Max_Weight_Up_Scroll	2	Gym Pass	Etc	0	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150315055117im_/http://essence-ro.com/data/items/images/7776.png	https://web.archive.org/web/20150315055117im_/http://essence-ro.com/data/items/icons/7776.gif	
29515	No	Maxi_Potion	Not For Sale	Maxi Potion	Delay Consume	50	5	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 delitem 29515,1; set mpotion,1; atcommand ""@size 2"";"	None	None	https://web.archive.org/web/20150524032110im_/http://essence-ro.com/data/items/images/29515.png	https://web.archive.org/web/20150524032110im_/http://essence-ro.com/data/items/icons/29515.gif	
20186	No	May_Kanzashi	Not For Sale	May Kanzashi	Armor	20	50	0	0	0	2	1	Yes	1	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bStr,1;"	None	None	https://web.archive.org/web/20150524025401im_/http://essence-ro.com/data/items/images/20186.png	https://web.archive.org/web/20150524025401im_/http://essence-ro.com/data/items/icons/20186.gif	
4146	No	Maya_Card	Not For Sale	Maya Card	Card	20	1	0	0	0	0	0	No	0	0	Off Hand	None	None	Unknown	"1 callfunc ""bMVP""; if(@mvpcount<6) { bonus bMagicDamageReturn,50; }"	None	None	https://web.archive.org/web/20150321164015im_/http://essence-ro.com/data/items/images/4146.png	https://web.archive.org/web/20150321164015im_/http://essence-ro.com/data/items/icons/4146.gif	
4198	No	Maya_Puple_Card	Not For Sale	Maya Purple Card	Card	20	1	0	0	0	0	0	No	0	0	Upper Headgear + Middle Headgear + Lower Headgear	None	None	Unknown	"1 callfunc ""bMVP""; if(@mvpcount<6) { bonus bIntravision,0; }"	None	None	https://web.archive.org/web/20150619155631im_/http://essence-ro.com/data/items/images/4198.png	https://web.archive.org/web/20150619155631im_/http://essence-ro.com/data/items/icons/4198.gif	
517	No	Meat	Not For Sale	Meat	Healing	50	15	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 itemheal rand(70,100),0;"	None	None	https://web.archive.org/web/20150321150308im_/http://essence-ro.com/data/items/images/517.png	https://web.archive.org/web/20150321150308im_/http://essence-ro.com/data/items/icons/517.gif	
7272	No	Meat_Dumpling_Doll	Not For Sale	Rice Ball Doll	Etc	500	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524040335im_/http://essence-ro.com/data/items/images/7272.png	https://web.archive.org/web/20150524040335im_/http://essence-ro.com/data/items/icons/7272.gif	
7823	No	Meat_Veg_Skewer	Not For Sale	Meat Veg Skewer	Etc	20	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524035001im_/http://essence-ro.com/data/items/images/7823.png	https://web.archive.org/web/20150524035001im_/http://essence-ro.com/data/items/icons/7823.gif	
2722	No	Medal_Acolyte	Not For Sale	Medal of Honor (Acolyte)	Armor	0	0	0	0	0	1	0	No	70	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	Acolyte / Priest / Monk	Both (Male and Female)	"1 bonus bAtkRate,5; bonus bMatkRate,5; bonus bMdef,6; bonus bMaxHP,600; bonus3 bAddEff,Eff_Silence,100,ATF_SHORT;"	None	None	https://web.archive.org/web/20150531101910im_/http://essence-ro.com/data/items/images/2722.png	https://web.archive.org/web/20150531101910im_/http://essence-ro.com/data/items/icons/2722.gif	
2724	No	Medal_Archer	Not For Sale	Medal of Honor (Archer)	Armor	0	0	0	0	0	1	0	No	70	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	Archer / Hunter / Bard/Dancer	Both (Male and Female)	"1 bonus bAtkRate,5; bonus bMatkRate,5; bonus bCritical,10; bonus bMaxHP,300; bonus bMaxSP,80; bonus3 bAddEff,Eff_Blind,100,ATF_LONG;"	None	None	https://web.archive.org/web/20150531093632im_/http://essence-ro.com/data/items/images/2724.png	https://web.archive.org/web/20150531093632im_/http://essence-ro.com/data/items/icons/2724.gif	
2733	No	Medal_Gunner	Not For Sale	Sheriff Badge	Armor	0	0	0	0	0	1	0	No	80	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	Gunslinger	Both (Male and Female)	"1 bonus bAtkRate,5; bonus bMatkRate,5; bonus bCritical,10; bonus bMaxHP,300; bonus bMaxSP,80; bonus3 bAddEff,Eff_Blind,1000,ATF_LONG;"	None	None	https://web.archive.org/web/20150531063359im_/http://essence-ro.com/data/items/images/2733.png	https://web.archive.org/web/20150531063359im_/http://essence-ro.com/data/items/icons/2733.gif	
2723	No	Medal_Mage	Not For Sale	Medal of Honor (Mage)	Armor	0	0	0	0	0	1	0	No	70	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	Mage / Wizard / Sage / Soul Linker	Both (Male and Female)	"1 bonus bAtkRate,5; bonus bMatkRate,5; bonus bMdef,6; bonus bMaxHP,600; bonus2 bAddEffWhenHit,Eff_Stone,100;"	None	None	https://web.archive.org/web/20150531093022im_/http://essence-ro.com/data/items/images/2723.png	https://web.archive.org/web/20150531093022im_/http://essence-ro.com/data/items/icons/2723.gif	
2725	No	Medal_Merchant	Not For Sale	Medal of Honor (Merchant)	Armor	0	0	0	0	0	1	0	No	70	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	Merchant / Blacksmith / Alchemist	Both (Male and Female)	"1 bonus bAtkRate,5; bonus bMatkRate,5; bonus bAspdRate,10; bonus bMaxHP,500; bonus bMaxSP,50; bonus3 bAddEff,Eff_Curse,100,ATF_SHORT;"	None	None	https://web.archive.org/web/20150531101931im_/http://essence-ro.com/data/items/images/2725.png	https://web.archive.org/web/20150531101931im_/http://essence-ro.com/data/items/icons/2725.gif	
2720	No	Medal_Swordman	Not For Sale	Medal of Honor (Swordman)	Armor	0	0	0	0	0	1	0	No	70	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	Swordman / Knight / Crusader / Star Gladiator	Both (Male and Female)	"1 bonus bAtkRate,5; bonus bMatkRate,5; bonus bHit,10; bonus bMaxHP,500; bonus bMaxSP,50; bonus3 bAddEff,Eff_Stun,100,ATF_SHORT;"	None	None	https://web.archive.org/web/20150531062432im_/http://essence-ro.com/data/items/images/2720.png	https://web.archive.org/web/20150531062432im_/http://essence-ro.com/data/items/icons/2720.gif	
2721	No	Medal_Thief	Not For Sale	Medal of Honor (Thief)	Armor	0	0	0	0	0	1	0	No	70	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	Thief / Assassin / Rogue / Ninja	Both (Male and Female)	"1 bonus bAtkRate,5; bonus bMatkRate,5; bonus bFlee,10; bonus bMaxHP,300; bonus bMaxSP,80; bonus3 bAddEff,Eff_Poison,100,ATF_SHORT;"	None	None	https://web.archive.org/web/20150531093636im_/http://essence-ro.com/data/items/images/2721.png	https://web.archive.org/web/20150531093636im_/http://essence-ro.com/data/items/icons/2721.gif	
2380	No	Medic_Robe	Not For Sale	Medic's Robe	Armor	0	0	0	0	0	3	1	Yes	80	0	Armor	Normal / Upper / Baby	Acolyte / Priest / Monk	Both (Male and Female)	"1 bonus bMaxHP,150; bonus bMdef,2; bonus2 bSubRace,RC_DemiHuman,2; if (isequipped(2539,2436)) { bonus2 bSubRace,RC_NonDemiHuman,-300; bonus bInt,3; bonus bMaxHPRate,12; bonus2 bCastrate,156,-50; bonus bHealPower,6; autobonus2 ""{ bonus bDefEle,Ele_Ghost; }"",30,10000,BF_WEAPON,""{ specialeffect2 EF_ENERGYCOAT; }""; };"	None	None	https://web.archive.org/web/20150531093644im_/http://essence-ro.com/data/items/images/2380.png	https://web.archive.org/web/20150531093644im_/http://essence-ro.com/data/items/icons/2380.gif	
7134	No	Medicine_Bowl	Not For Sale	Medicine Bowl	Etc	8	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524025358im_/http://essence-ro.com/data/items/images/7134.png	https://web.archive.org/web/20150524025358im_/http://essence-ro.com/data/items/icons/7134.gif	
4124	No	Medusa_Card	Not For Sale	Medusa Card	Card	20	1	0	0	0	0	0	No	0	0	Off Hand	None	None	Unknown	"1 bonus2 bSubRace,RC_Demon,15; bonus2 bResEff,Eff_Stone,10000;"	None	None	https://web.archive.org/web/20150321163359im_/http://essence-ro.com/data/items/images/4124.png	https://web.archive.org/web/20150321163359im_/http://essence-ro.com/data/items/icons/4124.gif	
4200	No	Megalith_Card	Not For Sale	Megalith Card	Card	20	1	0	0	0	0	0	No	0	0	Footgear	None	None	Unknown	"1 if(getrefine()<6) bonus bMdef,7;"	None	None	https://web.archive.org/web/20150324144438im_/http://essence-ro.com/data/items/images/4200.png	https://web.archive.org/web/20150324144438im_/http://essence-ro.com/data/items/icons/4200.gif	
4067	No	Megalodon_Card	Not For Sale	Megalodon Card	Card	20	1	0	0	0	0	0	No	0	0	Off Hand	None	None	Unknown	"1 bonus2 bResEff,Eff_Freeze,2000; bonus bDef,1;"	None	None	https://web.archive.org/web/20150321152450im_/http://essence-ro.com/data/items/images/4067.png	https://web.archive.org/web/20150321152450im_/http://essence-ro.com/data/items/icons/4067.gif	
934	No	Mementos	Not For Sale	Memento	Etc	600	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524050743im_/http://essence-ro.com/data/items/images/934.png	https://web.archive.org/web/20150524050743im_/http://essence-ro.com/data/items/icons/934.gif	
2109	No	Memorize_Book	Not For Sale	Memory Book	Armor	20	100	0	0	0	3	0	Yes	0	0	Off Hand	Normal / Upper / Baby	Mage / Wizard / Sage / Soul Linker	Both (Male and Female)	"1 bonus bInt,1; bonus bMdef,2; if ( (isequipped(2717)||isequipped(29557)) && (isequipped(2212)||isequipped(20236)) ) { bonus bHPrecovRate,15; bonus bSPrecovRate,15; bonus bMatkRate,7; };"	None	None	https://web.archive.org/web/20150524033720im_/http://essence-ro.com/data/items/images/2109.png	https://web.archive.org/web/20150524033720im_/http://essence-ro.com/data/items/icons/2109.gif	
681	No	Memory_Of_Wedding	Not For Sale	Sweet Memory of Marriage	Usable	"50,000"	1	0	0	0	0	0	No	0	0	None	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 if (getpartnerid()) sc_start SC_WEDDING,600000,0;"	None	None	https://web.archive.org/web/20150531082344im_/http://essence-ro.com/data/items/images/681.png	https://web.archive.org/web/20150531082344im_/http://essence-ro.com/data/items/icons/681.gif	
7137	No	MenEater_Plant_Bottle	Not For Sale	Plant Bottle	Etc	200	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524032123im_/http://essence-ro.com/data/items/images/7137.png	https://web.archive.org/web/20150524032123im_/http://essence-ro.com/data/items/icons/7137.gif	
708	No	Ment	Not For Sale	Ment	Etc	500	1	0	0	0	0	0	No	0	0	None	None	None	Unknown	None	None	None	https://web.archive.org/web/20150524032030im_/http://essence-ro.com/data/items/images/708.png	https://web.archive.org/web/20150524032030im_/http://essence-ro.com/data/items/icons/708.gif	
2771	No	Merchant_Figure	Not For Sale	Merchant Figure	Armor	0	0	0	0	0	0	1	No	0	0	Accessory 1 + Accessory 2	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bStr,2; if(BaseClass == Job_Merchant) bonus2 bAddItemHealRate,IG_Potion,5;"	None	None	https://web.archive.org/web/20150524034358im_/http://essence-ro.com/data/items/images/2771.png	https://web.archive.org/web/20150524034358im_/http://essence-ro.com/data/items/icons/2771.gif	
23014	No	Mermaid_Card	Not For Sale	Mermaid Card	Card	0	1	10	0	0	0	0	No	0	0	Accessory 1 + Accessory 2	None	None	Unknown	"1 skill ""PR_LEXDIVINA"",1; if (isequipped(4093)) bonus5 bAutoSpellWhenHit,""SA_DISPELL"",1,10,BF_WEAPON|BF_MAGIC,1;"	None	None	https://web.archive.org/web/20150524025420im_/http://essence-ro.com/data/items/images/23014.png	https://web.archive.org/web/20150524025420im_/http://essence-ro.com/data/items/icons/23014.gif	
4199	No	Merman_Card	Not For Sale	Merman Card	Card	20	1	0	0	0	0	0	No	0	0	Footgear	None	None	Unknown	"1 bonus bHPrecovRate,10; bonus bSPrecovRate,10; if(isequipped(4297,4234,4252,4178)) { bonus bAgi,5; bonus bDex,3; bonus bLongAtkRate,20; bonus bPerfectHitAddRate,20; if(BaseClass == Job_Archer) { bonus2 bExpAddRace,RC_Brute,5; bonus2 bWeaponComaRace,RC_Brute,1000; } }"	None	None	https://web.archive.org/web/20150324142950im_/http://essence-ro.com/data/items/images/4199.png	https://web.archive.org/web/20150324142950im_/http://essence-ro.com/data/items/icons/4199.gif	
4341	No	Metaling_Card	Not For Sale	Metaling Card	Card	20	1	0	0	0	0	0	No	0	0	Main Hand	None	None	Unknown	"1 bonus3 bAutoSpell,""RG_STRIPWEAPON"",1,50;"	None	None	https://web.archive.org/web/20150524081254im_/http://essence-ro.com/data/items/images/4341.png	https://web.archive.org/web/20150524081254im_/http://essence-ro.com/data/items/icons/4341.gif	
4057	No	Metaller_Card	Not For Sale	Metaller Card	Card	20	1	0	0	0	0	0	No	0	0	Main Hand	None	None	Unknown	"1 bonus2 bAddEff,Eff_Silence,500; bonus bBaseAtk,5;"	None	None	https://web.archive.org/web/20150321173138im_/http://essence-ro.com/data/items/images/4057.png	https://web.archive.org/web/20150321173138im_/http://essence-ro.com/data/items/icons/4057.gif	
2364	No	Meteo_Plate_Armor	Not For Sale	Meteor Plate	Armor	20	300	0	0	0	10	1	Yes	55	0	Armor	Upper	Swordman / Merchant / Knight / Blacksmith / Crusader / Alchemist	Both (Male and Female)	"1 bonus2 bResEff,Eff_Stun,3000; bonus2 bResEff,Eff_Freeze,3000;"	None	None	https://web.archive.org/web/20150531091046im_/http://essence-ro.com/data/items/images/2364.png	https://web.archive.org/web/20150531091046im_/http://essence-ro.com/data/items/icons/2364.gif	
5752	No	Midas_Whispers	Not For Sale	Midas Whispers	Armor	20	10	0	0	0	12	1	Yes	100	0	Upper Headgear	Normal / Upper / Baby	All Jobs	Both (Male and Female)	"1 bonus bStr,1; bonus bDex,1; bonus bMdef,5; if(readparam(bStr)>=120) { bonus bBaseAtk,5; bonus bAspd,1; }"	None	None	https://web.archive.org/web/20150524054749im_/http://essence-ro.com/data/items/images/5752.png	https://web.archive.org/web/20150524054749im_/http://essence-ro.com/data/items/icons/5752.gif	
1613	No	Mighty_Staff	Not For Sale	Mighty Staff	Weapon - Staff	20	70	0	130	1	0	0	Yes	24	3	Main Hand	Normal / Upper / Baby	Mage / Acolyte / Priest / Wizard / Monk / Sage / Soul Linker	Both (Male and Female)	"1 bonus bStr,10; bonus bMatkRate,15; bonus bSPDrainValue,-2;"	None	None	https://web.archive.org/web/20150525033444im_/http://essence-ro.com/data/items/images/1613.png	https://web.archive.org/web/20150525033444im_/http://essence-ro.com/data/items/icons/1613.gif	
