ID	AegisName	Name	Type	Buy	Sell	Weight	ATK	DEF	Range	Slots	Job	Class	Gender	Loc	wLV	eLV[:maxLevel]	Refineable	View	{ Script }	{ OnEquip_Script }	{ OnUnequip_Script }
17293	Shadow_Physical_Package	Shadow Physical Package	18	10		10				0	0xFFFFFFFF	63	2							{ getitem callfunc("F_Rand",24018,24019,24020,24024,24025,24026),1; }	{ getitem callfunc("F_Rand",24018,24019,24020,24024,24025,24026),1; }	{ getitem callfunc("F_Rand",24018,24019,24020,24024,24025,24026),1; }
17294	Shadow_Magical_Package	Shadow Magical Package	18	10		10				0	0xFFFFFFFF	63	2							{ getitem callfunc("F_Rand",24021,24022,24023,24024,24025,24026),1; }	{ getitem callfunc("F_Rand",24021,24022,24023,24024,24025,24026),1; }	{ getitem callfunc("F_Rand",24021,24022,24023,24024,24025,24026),1; }
17298	Support_Package	Support Package	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Support_Package); }	{ getgroupitem(IG_Support_Package); }	{ getgroupitem(IG_Support_Package); }
17299	Support_Package_10	Support Package(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Support_Package_10); }	{ getgroupitem(IG_Support_Package_10); }	{ getgroupitem(IG_Support_Package_10); }
17302	Shadow_Box_II_	Shadow Box II	18	10		10				0	0xFFFFFFFF	63	2							{}	{}	{}
17303	Shadow_Set_Box_II	Shadow Set Box II	18	10		10				0	0xFFFFFFFF	63	2							{}	{}	{}
17304	Neuralizer_Box_3	Neuralizer Box 3	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 12213,3; }	{ getitem 12213,3; }	{ getitem 12213,3; }
17306	Status_Reset_Coupon_Box	Status Reset Coupon Box	18	10		0				0	0xFFFFFFFF	63	2			1				{ getitem callfunc("F_Rand",6720,6721),1; }	{ getitem callfunc("F_Rand",6720,6721),1; }	{ getitem callfunc("F_Rand",6720,6721),1; }
17307	Midgard_Scroll	Midgard Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Midgard_Scroll); }	{ getgroupitem(IG_Midgard_Scroll); }	{ getgroupitem(IG_Midgard_Scroll); }
17308	Half_Asprika_box1	Half Asprika box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 2566,86400; }	{ rentitem 2566,86400; }	{ rentitem 2566,86400; }
17311	Half_Brynhild_box1	Half Brynhild box1	2	20		0					0xFFFFFFFF	63	2			47				{ rentitem 15023,86400; }	{ rentitem 15023,86400; }	{ rentitem 15023,86400; }
17314	Infinite_Giant_Fly_Wing_Box	Infinite Giant Fly Wing Box	18	10		10				0	0xFFFFFFFF	63	2							{ rentitem 12212,86400; }	{ rentitem 12212,86400; }	{ rentitem 12212,86400; }
17315	Lucky_Silvervine_Fruit_Box_10	Lucky Silvervine Fruit Box(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 6417,10; }	{ getitem 6417,10; }	{ getitem 6417,10; }
17316	Lucky_Silvervine_Fruit_Box_110	Lucky Silvervine Fruit Box(110)	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 6417,110; }	{ getitem 6417,110; }	{ getitem 6417,110; }
17317	Sweet_Midgard_Scroll	Sweet Midgard Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Sweet_Midgard_Scroll); }	{ getgroupitem(IG_Sweet_Midgard_Scroll); }	{ getgroupitem(IG_Sweet_Midgard_Scroll); }
17320	IdRO10th_Scroll	Birthday IdRO10th Scroll	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_IdRO10th_Scroll); }	{ getgroupitem(IG_IdRO10th_Scroll); }	{ getgroupitem(IG_IdRO10th_Scroll); }
17321	Three_Master_Package	Three Master Package	18	10		10				0	0x0	0	2							{ /*TODO: Confirm the items and rates*/ getitem 14534,20; getitem 14535,20; }	{ /*TODO: Confirm the items and rates*/ getitem 14534,20; getitem 14535,20; }	{ /*TODO: Confirm the items and rates*/ getitem 14534,20; getitem 14535,20; }
17322	Three_Master_Package_10	Three Master Package(10)	18	10		10				0	0x0	0	2							{ /*TODO: Confirm the items and rates*/ getitem 14534,200; getitem 14535,200; }	{ /*TODO: Confirm the items and rates*/ getitem 14534,200; getitem 14535,200; }	{ /*TODO: Confirm the items and rates*/ getitem 14534,200; getitem 14535,200; }
17326	Requiem_Scroll	Requiem Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Requiem_Scroll); }	{ getgroupitem(IG_Requiem_Scroll); }	{ getgroupitem(IG_Requiem_Scroll); }
17331	Event_Almighty_Box_	Event Almighty Box	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Event_Almighty_Box); }	{ getgroupitem(IG_Event_Almighty_Box); }	{ getgroupitem(IG_Event_Almighty_Box); }
17332	Event_Almighty_Box_100	Event Almighty Box(100)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Event_Almighty_Box_100); }	{ getgroupitem(IG_Event_Almighty_Box_100); }	{ getgroupitem(IG_Event_Almighty_Box_100); }
17337	Holy_Spirit_Scroll	Holy Spirit Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Holy_Spirit_Scroll); }	{ getgroupitem(IG_Holy_Spirit_Scroll); }	{ getgroupitem(IG_Holy_Spirit_Scroll); }
17338	Ore_Box_V	Ore Box V	18	20		10					0xFFFFFFFF	63	2							{ getitem 7619,5; getitem 7620,5; getitem 14696,1; }	{ getitem 7619,5; getitem 7620,5; getitem 14696,1; }	{ getitem 7619,5; getitem 7620,5; getitem 14696,1; }
17339	Ore_Box_V_10	Ore Box V(10)	18	20		10					0xFFFFFFFF	63	2							{ getitem 7619,50; getitem 7620,50; getitem 14696,11; }	{ getitem 7619,50; getitem 7620,50; getitem 14696,11; }	{ getitem 7619,50; getitem 7620,50; getitem 14696,11; }
17394	Event_Old_Headgear_Box	Event Old Headgear Box	2	20		50					0xFFFFFFFF	63	2							{ /* TODO */ }	{ /* TODO */ }	{ /* TODO */ }
17396	Half_L_Magestic_Goat_Box1	Half L Magestic Goat Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 5887,86400; }	{ rentitem 5887,86400; }	{ rentitem 5887,86400; }
17397	Half_L_Magestic_Goat_Box7	Half L Magestic Goat Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 5887,604800; }	{ rentitem 5887,604800; }	{ rentitem 5887,604800; }
17398	Half_BF_Spear1_Box1	Half BF Spear1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1439,86400; }	{ rentitem 1439,86400; }	{ rentitem 1439,86400; }
17399	Half_BF_Spear1_Box7	Half BF Spear1 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1439,604800; }	{ rentitem 1439,604800; }	{ rentitem 1439,604800; }
17400	Half_BF_Book2_Box1	Half BF Book2 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1597,86400; }	{ rentitem 1597,86400; }	{ rentitem 1597,86400; }
17401	Half_BF_Book2_Box7	Half BF Book2 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1597,604800; }	{ rentitem 1597,604800; }	{ rentitem 1597,604800; }
17402	Half_BF_Staff4_Box1	Half BF Staff4 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1673,86400; }	{ rentitem 1673,86400; }	{ rentitem 1673,86400; }
17403	Half_BF_Staff4_Box7	Half BF Staff4 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1673,604800; }	{ rentitem 1673,604800; }	{ rentitem 1673,604800; }
17404	Half_BF_Staff2_Box1	Half BF Staff2 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1674,86400; }	{ rentitem 1674,86400; }	{ rentitem 1674,86400; }
17405	Half_BF_Staff2_Box7	Half BF Staff2 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1674,604800; }	{ rentitem 1674,604800; }	{ rentitem 1674,604800; }
17406	Half_BF_Knuckle1_Box1	Half BF Knuckle1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1838,86400; }	{ rentitem 1838,86400; }	{ rentitem 1838,86400; }
17407	Half_BF_Knuckle1_Box7	Half BF Knuckle1 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 1838,604800; }	{ rentitem 1838,604800; }	{ rentitem 1838,604800; }
17408	Half_BF_Dagger2_Box1	Half BF Dagger2 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 13096,86400; }	{ rentitem 13096,86400; }	{ rentitem 13096,86400; }
17409	Half_BF_Dagger2_Box7	Half BF Dagger2 Box1s	2	20		10					0xFFFFFFFF	63	2							{ rentitem 13096,604800; }	{ rentitem 13096,604800; }	{ rentitem 13096,604800; }
17410	Half_BF_Huuma_Shuriken2_Box1	Half BF Huuma Shuriken2 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 13321,86400; }	{ rentitem 13321,86400; }	{ rentitem 13321,86400; }
17411	Half_BF_Huuma_Shuriken2_Box7	Half BF Huuma Shuriken2 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 13321,604800; }	{ rentitem 13321,604800; }	{ rentitem 13321,604800; }
17412	Half_BF_Sword1_Box1	Half BF Sword1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 13445,86400; }	{ rentitem 13445,86400; }	{ rentitem 13445,86400; }
17413	Half_BF_Sword1_Box7	Half BF Sword1 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 13445,604800; }	{ rentitem 13445,604800; }	{ rentitem 13445,604800; }
17414	Half_Mjolnir_Box1	Half Mjolnir Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 16034,86400; }	{ rentitem 16034,86400; }	{ rentitem 16034,86400; }
17415	Half_Mjolnir_Box7	Half Mjolnir Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 16034,604800; }	{ rentitem 16034,604800; }	{ rentitem 16034,604800; }
17416	Half_BF_Morning_Star1_Box1	Half BF Morning Star1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 16035,86400; }	{ rentitem 16035,86400; }	{ rentitem 16035,86400; }
17417	Half_BF_Morning_Star1_Box7	Half BF Morning Star1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 16035,604800; }	{ rentitem 16035,604800; }	{ rentitem 16035,604800; }
17418	Half_BF_Bow1_Box1	Half BF Bow1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 18124,86400; }	{ rentitem 18124,86400; }	{ rentitem 18124,86400; }
17419	Half_BF_Bow1_Box7	Half BF Bow1 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 18124,604800; }	{ rentitem 18124,604800; }	{ rentitem 18124,604800; }
17420	Half_BF_Katar2_Box1	Half BF Katar2 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28002,86400; }	{ rentitem 28002,86400; }	{ rentitem 28002,86400; }
17421	Half_BF_Katar2_Box7	Half BF Katar2 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28002,604800; }	{ rentitem 28002,604800; }	{ rentitem 28002,604800; }
17422	Half_BF_Two_Handed_Axe1Box1	Half BF Two Handed Axe1Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28102,86400; }	{ rentitem 28102,86400; }	{ rentitem 28102,86400; }
17423	Half_BF_Two_Handed_Axe1Box7	Half BF Two Handed Axe1Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28102,604800; }	{ rentitem 28102,604800; }	{ rentitem 28102,604800; }
17424	Half_BF_Rifle1_Box1	Half BF Rifle1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28203,86400; }	{ rentitem 28203,86400; }	{ rentitem 28203,86400; }
17425	Half_BF_Rifle1_Box7	Half BF Rifle1 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28203,604800; }	{ rentitem 28203,604800; }	{ rentitem 28203,604800; }
17426	Half_BF_Shotgun1_Box1	Half BF Shotgun1 Box1	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28204,86400; }	{ rentitem 28204,86400; }	{ rentitem 28204,86400; }
17427	Half_BF_Shotgun1_Box7	Half BF Shotgun1 Box7	2	20		10					0xFFFFFFFF	63	2							{ rentitem 28204,604800; }	{ rentitem 28204,604800; }	{ rentitem 28204,604800; }
17429	11_Anniversary_Shadow_Box	11 Anniversary Shadow Box	18	10		10					0xFFFFFFFF	63	2							{ /* getitem callfunc("F_Rand",Ritual's Flute (weapon, earrings, pendants), every risyeo's (shields, armor, shoes)),1; */ }	{ /* getitem callfunc("F_Rand",Ritual's Flute (weapon, earrings, pendants), every risyeo's (shields, armor, shoes)),1; */ }	{ /* getitem callfunc("F_Rand",Ritual's Flute (weapon, earrings, pendants), every risyeo's (shields, armor, shoes)),1; */ }
17430	11_Anniversary_Shadow_Package	11 Anniversary Shadow Package	18	10		10					0xFFFFFFFF	63	2							{ /* getitem Ritual's Flute (weapon, earrings, pendants),1; getitem every risyeo's (shields, armor, shoes)),1; */ }	{ /* getitem Ritual's Flute (weapon, earrings, pendants),1; getitem every risyeo's (shields, armor, shoes)),1; */ }	{ /* getitem Ritual's Flute (weapon, earrings, pendants),1; getitem every risyeo's (shields, armor, shoes)),1; */ }
17431	Thanks_Giving_Scroll	Miracle Lucky Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Thanks_Giving_Scroll); }	{ getgroupitem(IG_Thanks_Giving_Scroll); }	{ getgroupitem(IG_Thanks_Giving_Scroll); }
17432	Lucky_Silvervine_Fruit_Box_II_10	Lucky Silvervine Fruit Box II(10)	18	10		10				0	0xFFFFFFFF	63	2							{ /*getgroupitem(Lucky_Silvervine_Fruit_Box_II10);*/ getitem 6417,10; getitem 14705,1; }	{ /*getgroupitem(Lucky_Silvervine_Fruit_Box_II10);*/ getitem 6417,10; getitem 14705,1; }	{ /*getgroupitem(Lucky_Silvervine_Fruit_Box_II10);*/ getitem 6417,10; getitem 14705,1; }
17433	Lucky_Silvervine_Fruit_Box_II_110	Lucky Silvervine Fruit Box II(110)	18	10		10				0	0xFFFFFFFF	63	2							{ /*getgroupitem(Lucky_Silvervine_Fruit_Box_II110);*/ getitem 6417,110; getitem 14705,11; }	{ /*getgroupitem(Lucky_Silvervine_Fruit_Box_II110);*/ getitem 6417,110; getitem 14705,11; }	{ /*getgroupitem(Lucky_Silvervine_Fruit_Box_II110);*/ getitem 6417,110; getitem 14705,11; }
17435	Idn_Legend_Hero_Scroll	Legend Hero Lucky Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Idn_Legend_Hero_Scroll); }	{ getgroupitem(IG_Idn_Legend_Hero_Scroll); }	{ getgroupitem(IG_Idn_Legend_Hero_Scroll); }
17438	Three_Master_Package_II	Three Master Package II	3	10		10					0xFFFFFFFF	63	2							{ /* TODO */ }	{ /* TODO */ }	{ /* TODO */ }
17439	Three_Master_Package_II10	Three Master Package II(10)	3	10		10					0xFFFFFFFF	63	2							{ /* TODO */ }	{ /* TODO */ }	{ /* TODO */ }
17440	Name_Change_Card_Box	Name Change Card Box	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 12790,1; }	{ getitem 12790,1; }	{ getitem 12790,1; }
17441	Halter_Lead_Box	Halter Lead Box	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 12622,1; }	{ getitem 12622,1; }	{ getitem 12622,1; }
17443	Reinforcement_Buckler_Box	Reinforcement Buckler Box	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 2150,1; }	{ getitem 2150,1; }	{ getitem 2150,1; }
17442	Emperium_G_Box	Emperium G Box	2	20		10					0xFFFFFFFF	63	2							{ getitem 6444,1; }	{ getitem 6444,1; }	{ getitem 6444,1; }
17447	Blessing_Midgard_Scroll	Blessing Midgard Lucky Egg	18	10		0				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Blessing_Midgard_Scroll); }	{ getgroupitem(IG_Blessing_Midgard_Scroll); }	{ getgroupitem(IG_Blessing_Midgard_Scroll); }
17449	Cookies_Bar_Set	Set Bar Cookies	2	10		10					0xFFFFFFFF	63	2							{ for (.@i = 14616; .@i <= 14621; .@i++) getitem .@i,1; }	{ for (.@i = 14616; .@i <= 14621; .@i++) getitem .@i,1; }	{ for (.@i = 14616; .@i <= 14621; .@i++) getitem .@i,1; }
17455	Premium_Battle_Manual_Box	Premium Battle Manual Box	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 22614,1; }	{ getitem 22614,1; }	{ getitem 22614,1; }
17456	Support_Package_II	Support Package II	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Support_Package_II); }	{ getgroupitem(IG_Support_Package_II); }	{ getgroupitem(IG_Support_Package_II); }
17457	Support_Package_II_10	Support Package II(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Support_Package_II_10); }	{ getgroupitem(IG_Support_Package_II_10); }	{ getgroupitem(IG_Support_Package_II_10); }
17461	Costama_Egg18	Frozen Egg Costume	18	0		10					0xFFFFFFFF	63	2							{ getgroupitem(IG_Costama_Egg18); }	{ getgroupitem(IG_Costama_Egg18); }	{ getgroupitem(IG_Costama_Egg18); }
17464	Winter_Midgard_Scroll	Winter Midgard Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Winter_Midgard_Scroll); }	{ getgroupitem(IG_Winter_Midgard_Scroll); }	{ getgroupitem(IG_Winter_Midgard_Scroll); }
17465	Refinement_Ore_Box_VI	Refinement Ore Box VI	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 7619,5; getitem 7620,5; getitem 14718,1; }	{ getitem 7619,5; getitem 7620,5; getitem 14718,1; }	{ getitem 7619,5; getitem 7620,5; getitem 14718,1; }
17466	Refinement_Ore_Box_VI_10	Refinement Ore Box VI(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 7619,50; getitem 7620,50; getitem 14718,11; }	{ getitem 7619,50; getitem 7620,50; getitem 14718,11; }	{ getitem 7619,50; getitem 7620,50; getitem 14718,11; }
17467	Limited_Token_of_Ziegfried_Box_50	(Limited) Token of Ziegfried Box(50)	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 6833,50; }	{ getitem 6833,50; }	{ getitem 6833,50; }
17468	Neuralizer_II_Box_3	Neuralizer II Box (3)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 14724,3;}	{ getitem 14724,3;}	{ getitem 14724,3;}
17469	Neuralizer_I_Box	Neuralizer I Box	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 14723,1;}	{ getitem 14723,1;}	{ getitem 14723,1;}
17470	Costama_Egg19	Headgear Costume Scroll	18	0		10					0xFFFFFFFF	63	2							{ getgroupitem(IG_Costama_Egg19); }	{ getgroupitem(IG_Costama_Egg19); }	{ getgroupitem(IG_Costama_Egg19); }
17471	Spring_Festival_Scroll	Spring Festival Lucky Egg	18	10		10				0	0xFFFFFFFF	63	2			1				{ getgroupitem(IG_Spring_Festival_Scroll); }	{ getgroupitem(IG_Spring_Festival_Scroll); }	{ getgroupitem(IG_Spring_Festival_Scroll); }
17472	Support_Package_III	Support Package III	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Support_Package_III); }	{ getgroupitem(IG_Support_Package_III); }	{ getgroupitem(IG_Support_Package_III); }
17473	Support_Package_III_10	Support Package III(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Support_Package_III_10); }	{ getgroupitem(IG_Support_Package_III_10); }	{ getgroupitem(IG_Support_Package_III_10); }
17474	Infinite_Giant_Fly_Wing_Box_V	Infinite Giant Fly Wing Box V	18	10		10				0	0xFFFFFFFF	63	2							{ rentitem 12212,86400; }	{ rentitem 12212,86400; }	{ rentitem 12212,86400; }
17475	Limited_Gym_Membership_Card_Box_10	(Limited)Gym Membership Card Box(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 17475,10; }	{ getitem 17475,10; }	{ getitem 17475,10; }
17477	Unlimited_Box_II	Unlimited Box II	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Unlimited_Box_II); }	{ getgroupitem(IG_Unlimited_Box_II); }	{ getgroupitem(IG_Unlimited_Box_II); }
17478	Unlimited_Box_II_10	Unlimited Box II(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Unlimited_Box_II_10); }	{ getgroupitem(IG_Unlimited_Box_II_10); }	{ getgroupitem(IG_Unlimited_Box_II_10); }
17479	Midgard_Fes_Scroll	Midgard Festival Egg	2	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Midgard_Fes_Scroll); }	{ getgroupitem(IG_Midgard_Fes_Scroll); }	{ getgroupitem(IG_Midgard_Fes_Scroll); }
17481	Costama_Egg21	Flower Blossom Scroll	18	0		10					0xFFFFFFFF	63	2							{ getgroupitem(IG_Costama_Egg21); }	{ getgroupitem(IG_Costama_Egg21); }	{ getgroupitem(IG_Costama_Egg21); }
17482	Solaris_Festival_Scroll	Solaris Festival Scroll	2	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Solaris_Festival_Scroll); }	{ getgroupitem(IG_Solaris_Festival_Scroll); }	{ getgroupitem(IG_Solaris_Festival_Scroll); }
17483	Three_Master_Package_III	Three Master Package III	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Three_Master_Package_III); }	{ getgroupitem(IG_Three_Master_Package_III); }	{ getgroupitem(IG_Three_Master_Package_III); }
17484	Three_Master_Package_III_10	Three Master Package III(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Three_Master_Package_III_10); }	{ getgroupitem(IG_Three_Master_Package_III_10); }	{ getgroupitem(IG_Three_Master_Package_III_10); }
17490	Time_Travel_Scroll	Time Travel Lucky Egg	2	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Time_Travel_Scroll); }	{ getgroupitem(IG_Time_Travel_Scroll); }	{ getgroupitem(IG_Time_Travel_Scroll); }
17491	Refinement_Ore_Box_VII	Refinement Ore Box VII	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 7619,5; getitem 7620,5; getitem 4482,1; }	{ getitem 7619,5; getitem 7620,5; getitem 4482,1; }	{ getitem 7619,5; getitem 7620,5; getitem 4482,1; }
17492	Refinement_Ore_Box_VII_10	Refinement Ore Box VII(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getitem 7619,50; getitem 7620,50; getitem 4482,11; }	{ getitem 7619,50; getitem 7620,50; getitem 4482,11; }	{ getitem 7619,50; getitem 7620,50; getitem 4482,11; }
17493	Costama_Egg23	Burning Feather Costume Scroll	18	0		10					0xFFFFFFFF	63	2							{ getgroupitem(IG_Costama_Egg23); }	{ getgroupitem(IG_Costama_Egg23); }	{ getgroupitem(IG_Costama_Egg23); }
17494	Happy_Time_Scroll	Rise Midgard Lucky Egg	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Happy_Time_Scroll); }	{ getgroupitem(IG_Happy_Time_Scroll); }	{ getgroupitem(IG_Happy_Time_Scroll); }
17495	Lucky_Silvervine_Fruit_Box_III10	Lucky Silvervine Fruit Box III(10)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Lucky_Silvervine_Fruit_Box_III10); }	{ getgroupitem(IG_Lucky_Silvervine_Fruit_Box_III10); }	{ getgroupitem(IG_Lucky_Silvervine_Fruit_Box_III10); }
17496	Lucky_Silvervine_Fruit_Box_III110	Lucky Silvervine Fruit Box III(110)	18	10		10				0	0xFFFFFFFF	63	2							{ getgroupitem(IG_Lucky_Silvervine_Fruit_Box_III110); }	{ getgroupitem(IG_Lucky_Silvervine_Fruit_Box_III110); }	{ getgroupitem(IG_Lucky_Silvervine_Fruit_Box_III110); }
17497	Costama_Egg24	Seaside Costume Scroll	18	0		10					0xFFFFFFFF	63	2							{ getgroupitem(IG_Costama_Egg24); }	{ getgroupitem(IG_Costama_Egg24); }	{ getgroupitem(IG_Costama_Egg24); }
17498	Three_Master_Package_IV	Three Master Package IV	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 14534,20; getitem 14535,20; getitem 12578,20; getitem 22812,1; }	{ getitem 14534,20; getitem 14535,20; getitem 12578,20; getitem 22812,1; }	{ getitem 14534,20; getitem 14535,20; getitem 12578,20; getitem 22812,1; }
17499	Three_Master_Package_IV_10	Three Master Package IV(10)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 14534,200; getitem 14535,200; getitem 12578,200; getitem 22812,11; }	{ getitem 14534,200; getitem 14535,200; getitem 12578,200; getitem 22812,11; }	{ getitem 14534,200; getitem 14535,200; getitem 12578,200; getitem 22812,11; }
17501	Support_Package_IV	Support Package IV	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 12208,2; getitem 12210,2; getitem 12883,2; getitem 14600,2; /*getitem Mysterious Water of Life,6;*/ if(!rand(100)) getitem 22823,1; }	{ getitem 12208,2; getitem 12210,2; getitem 12883,2; getitem 14600,2; /*getitem Mysterious Water of Life,6;*/ if(!rand(100)) getitem 22823,1; }	{ getitem 12208,2; getitem 12210,2; getitem 12883,2; getitem 14600,2; /*getitem Mysterious Water of Life,6;*/ if(!rand(100)) getitem 22823,1; }
17502	Support_Package_IV_10	Support Package IV(10)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 12208,20; getitem 12210,20; getitem 12883,20; getitem 14600,20; /*getitem Mysterious Water of Life,60;*/ if(!rand(100)) getitem 22823,11; }	{ getitem 12208,20; getitem 12210,20; getitem 12883,20; getitem 14600,20; /*getitem Mysterious Water of Life,60;*/ if(!rand(100)) getitem 22823,11; }	{ getitem 12208,20; getitem 12210,20; getitem 12883,20; getitem 14600,20; /*getitem Mysterious Water of Life,60;*/ if(!rand(100)) getitem 22823,11; }
17507	Nyangvine_Box4	Actinidia Cat Fruit Box(4)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 6909,4; }	{ getitem 6909,4; }	{ getitem 6909,4; }
17508	Nyangvine_Box10	Actinidia Cat Fruit Box(10)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 6909,10; }	{ getitem 6909,10; }	{ getitem 6909,10; }
17509	Nyangvine_Box40	Actinidia Cat Fruit Box(40)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 6909,40; }	{ getitem 6909,40; }	{ getitem 6909,40; }
17510	Smelting_Ore_Box_VIII	Smelting Ore Box VIII	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 7619,5; getitem 7620,5; getitem 22828,1; }	{ getitem 7619,5; getitem 7620,5; getitem 22828,1; }	{ getitem 7619,5; getitem 7620,5; getitem 22828,1; }
17511	Smelting_Ore_Box_VIII_10	Smelting Ore Box VIII(10)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 7619,50; getitem 7620,50; getitem 22828,11; }	{ getitem 7619,50; getitem 7620,50; getitem 22828,11; }	{ getitem 7619,50; getitem 7620,50; getitem 22828,11; }
17512	Limited_Purified_Eluminium_Box_30	(Limited) Purified Eluminium Box(30)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 6911,30; getitem 6635,1; }	{ getitem 6911,30; getitem 6635,1; }	{ getitem 6911,30; getitem 6635,1; }
17513	Limited_Purified_Oridecon_Box_30	(Limited) Purified Oridecon Box(30)	2	10		10				0	0xFFFFFFFF	63	2							{ getitem 6910,30; getitem 6635,1; }	{ getitem 6910,30; getitem 6635,1; }	{ getitem 6910,30; getitem 6635,1; }
